"PRODUCT","NOUSCD","NUM","MIN","MAX"
"BD-18U5","999-9999",160,0.00,0.00
"BD-20DR","999-9999",10,2.00,0.00
"BD-20DR","999-9999",20,45.00,60.00
"BD-20DR","999-9999",30,0.00,5.00
"BD-20DR","999-9999",40,95.00,105.00
"BD-20DR","999-9999",50,0.00,0.00
"BD-20DR","999-9999",60,0.00,0.00
"BD-20DR","999-9999",70,0.50,1.00
"BD-20DR","999-9999",80,7.50,10.50
"BD-20DR","999-9999",90,20.00,24.00
"BD-20DR","999-9999",100,30.00,34.50
"BD-20DR","999-9999",110,24.50,27.50
"BD-20DR","999-9999",120,6.50,9.50
"BD-20DR","999-9999",130,1.20,2.20
"BD-20DR","999-9999",140,0.10,0.30
"BD-20DR","999-9999",150,0.00,0.10
"BD-20DR","999-9999",160,50.00,60.00
"BD-20J","999-9999",10,2.00,0.00
"BD-20J","999-9999",20,65.00,75.00
"BD-20J","999-9999",30,1.00,3.50
"BD-20J","999-9999",40,97.00,102.00
"BD-20J","999-9999",50,0.00,0.00
"BD-20J","999-9999",60,0.00,0.00
"BD-20J","999-9999",70,0.50,1.00
"BD-20J","999-9999",80,4.50,7.50
"BD-20J","999-9999",90,19.00,23.00
"BD-20J","999-9999",100,34.00,38.50
"BD-20J","999-9999",110,26.50,29.50
"BD-20J","999-9999",120,4.50,7.50
"BD-20J","999-9999",130,0.50,1.00
"BD-20J","999-9999",140,0.00,0.20
"BD-20J","999-9999",150,0.00,0.10
"BD-20J","999-9999",160,0.00,0.00
"BD-22DR","999-9999",10,2.20,0.00
"BD-22DR","999-9999",20,55.50,61.50
"BD-22DR","999-9999",30,0.80,5.00
"BD-22DR","999-9999",40,100.00,102.00
"BD-22DR","999-9999",50,0.00,0.00
"BD-22DR","999-9999",60,0.00,0.00
"BD-22DR","999-9999",70,0.50,1.00
"BD-22DR","999-9999",80,7.50,10.50
"BD-22DR","999-9999",90,20.00,24.00
"BD-22DR","999-9999",100,30.00,34.50
"BD-22DR","999-9999",110,24.50,27.50
"BD-22DR","999-9999",120,6.50,9.50
"BD-22DR","999-9999",130,1.20,2.20
"BD-22DR","999-9999",140,0.10,0.30
"BD-22DR","999-9999",150,0.00,0.10
"BD-22DR","999-9999",160,50.00,60.00
"BD-23","999-9999",10,2.30,0.00
"BD-23","999-9999",20,52.00,65.00
"BD-23","999-9999",30,0.50,3.00
"BD-23","999-9999",40,99.00,103.00
"BD-23","999-9999",50,0.00,0.00
"BD-23","999-9999",60,0.00,0.00
"BD-23","999-9999",70,0.50,1.00
"BD-23","999-9999",80,7.50,10.50
"BD-23","999-9999",90,16.00,20.00
"BD-23","999-9999",100,32.00,36.50
"BD-23","999-9999",110,26.50,29.50
"BD-23","999-9999",120,6.50,9.50
"BD-23","999-9999",130,1.20,2.20
"BD-23","999-9999",140,0.10,0.30
"BD-23","999-9999",150,0.00,0.10
"BD-23","999-9999",160,0.00,0.00
"BD-23H","999-9999",10,2.30,0.00
"BD-23H","999-9999",20,69.00,81.00
"BD-23H","999-9999",30,0.50,4.00
"BD-23H","999-9999",40,100.00,105.00
"BD-23H","999-9999",50,0.00,0.00
"BD-23H","999-9999",60,0.00,0.00
"BD-23H","999-9999",70,0.50,1.10
"BD-23H","999-9999",80,7.00,9.00
"BD-23H","999-9999",90,20.80,24.80
"BD-23H","999-9999",100,30.90,34.90
"BD-23H","999-9999",110,23.80,27.80
"BD-23H","999-9999",120,6.90,8.90
"BD-23H","999-9999",130,1.00,1.60
"BD-23H","999-9999",140,0.10,0.30
"BD-23H","999-9999",150,0.00,0.10
"BD-23H","999-9999",160,0.00,0.00
"BD-26","999-9999",10,2.60,0.00
"BD-26","999-9999",20,60.00,68.00
"BD-26","999-9999",30,1.00,3.00
"BD-26","999-9999",40,98.00,101.00
"BD-26","999-9999",50,0.00,0.00
"BD-26","999-9999",60,0.00,0.00
"BD-26","999-9999",70,0.50,1.00
"BD-26","999-9999",80,7.50,10.50
"BD-26","999-9999",90,16.00,20.00
"BD-26","999-9999",100,32.00,36.50
"BD-26","999-9999",110,26.50,29.50
"BD-26","999-9999",120,6.50,9.50
"BD-26","999-9999",130,1.20,2.20
"BD-26","999-9999",140,0.10,0.30
"BD-26","999-9999",150,0.00,0.10
"BD-26","999-9999",160,0.00,0.00
"BD-27","999-9999",10,2.70,0.00
"BD-27","999-9999",20,70.00,76.00
"BD-27","999-9999",30,2.00,5.00
"BD-27","999-9999",40,98.00,102.00
"BD-27","999-9999",50,0.00,0.00
"BD-27","999-9999",60,0.00,0.00
"BD-27","999-9999",70,0.70,1.20
"BD-27","999-9999",80,6.00,9.00
"BD-27","999-9999",90,26.00,30.00
"BD-27","999-9999",100,35.00,39.00
"BD-27","999-9999",110,19.00,24.00
"BD-27","999-9999",120,5.00,8.00
"BD-27","999-9999",130,0.80,1.40
"BD-27","999-9999",140,0.10,0.30
"BD-27","999-9999",150,0.00,0.00
"BD-27","999-9999",160,0.00,0.00
"BD-27R","999-9999",10,2.70,0.00
"BD-27R","999-9999",20,68.00,76.00
"BD-27R","999-9999",30,2.00,5.00
"BD-27R","999-9999",40,95.00,99.00
"BD-27R","999-9999",50,0.00,0.00
"BD-27R","999-9999",60,0.00,0.00
"BD-27R","999-9999",70,0.70,1.20
"BD-27R","999-9999",80,6.00,9.00
"BD-27R","999-9999",90,26.00,30.00
"BD-27R","999-9999",100,35.00,39.00
"BD-27R","999-9999",110,19.00,24.00
"BD-27R","999-9999",120,5.00,8.00
"BD-27R","999-9999",130,0.80,1.40
"BD-27R","999-9999",140,0.10,0.30
"BD-27R","999-9999",150,0.00,0.00
"BD-27R","999-9999",160,0.00,0.00
"BE-20U","999-9999",10,2.00,0.00
"BE-20U","999-9999",20,33.60,36.40
"BE-20U","999-9999",30,0.30,2.00
"BE-20U","999-9999",40,114.00,118.00
"BE-20U","999-9999",50,0.00,0.00
"BE-20U","999-9999",60,0.00,0.00
"BE-20U","999-9999",70,0.20,0.50
"BE-20U","999-9999",80,4.30,7.30
"BE-20U","999-9999",90,20.50,24.50
"BE-20U","999-9999",100,37.50,42.50
"BE-20U","999-9999",110,22.20,26.20
"BE-20U","999-9999",120,5.00,7.00
"BE-20U","999-9999",130,0.50,1.50
"BE-20U","999-9999",140,0.10,0.30
"BE-20U","999-9999",150,0.00,0.10
"BE-20U","999-9999",160,0.00,0.00
"BE-23U","999-9999",10,2.30,0.00
"BE-23U","999-9999",20,39.00,46.00
"BE-23U","999-9999",30,1.00,4.00
"BE-23U","999-9999",40,113.00,118.00
"BE-23U","999-9999",50,0.00,0.00
"BE-23U","999-9999",60,0.00,0.00
"BE-23U","999-9999",70,0.20,0.50
"BE-23U","999-9999",80,4.30,7.30
"BE-23U","999-9999",90,20.50,24.50
"BE-23U","999-9999",100,37.50,42.50
"BE-23U","999-9999",110,22.20,26.20
"BE-23U","999-9999",120,5.00,7.00
"BE-23U","999-9999",130,0.50,1.50
"BE-23U","999-9999",140,0.10,0.30
"BE-23U","999-9999",150,0.00,0.10
"BE-23U","999-9999",160,0.00,0.00
"BE-25N","999-9999",10,2.50,0.00
"BE-25N","999-9999",20,57.00,67.00
"BE-25N","999-9999",30,0.30,5.00
"BE-25N","999-9999",40,98.00,103.00
"BE-25N","999-9999",50,0.00,0.00
"BE-25N","999-9999",60,0.00,0.00
"BE-25N","999-9999",70,0.20,0.40
"BE-25N","999-9999",80,2.50,5.50
"BE-25N","999-9999",90,19.50,23.50
"BE-25N","999-9999",100,36.00,42.00
"BE-25N","999-9999",110,24.00,28.50
"BE-25N","999-9999",120,5.00,7.50
"BE-25N","999-9999",130,0.80,1.80
"BE-25N","999-9999",140,0.20,0.40
"BE-25N","999-9999",150,0.00,0.10
"BE-25N","999-9999",160,0.00,0.00
"BE-32AW","999-9999",10,3.20,0.00
"BE-32AW","999-9999",20,62.40,67.60
"BE-32AW","999-9999",30,0.30,5.00
"BE-32AW","999-9999",40,97.00,100.00
"BE-32AW","999-9999",50,0.00,0.00
"BE-32AW","999-9999",60,0.00,0.00
"BE-32AW","999-9999",70,0.20,0.40
"BE-32AW","999-9999",80,4.80,6.80
"BE-32AW","999-9999",90,19.50,23.50
"BE-32AW","999-9999",100,34.20,37.20
"BE-32AW","999-9999",110,26.50,28.50
"BE-32AW","999-9999",120,7.00,9.00
"BE-32AW","999-9999",130,0.80,1.80
"BE-32AW","999-9999",140,0.20,0.40
"BE-32AW","999-9999",150,0.00,0.20
"BE-32AW","999-9999",160,0.00,0.00
"BE-35AW","999-9999",10,3.50,0.00
"BE-35AW","999-9999",20,70.50,75.50
"BE-35AW","999-9999",30,0.30,5.00
"BE-35AW","999-9999",40,97.00,100.00
"BE-35AW","999-9999",50,0.00,0.00
"BE-35AW","999-9999",60,0.00,0.00
"BE-35AW","999-9999",70,0.20,0.40
"BE-35AW","999-9999",80,4.80,6.80
"BE-35AW","999-9999",90,19.50,23.50
"BE-35AW","999-9999",100,34.20,37.20
"BE-35AW","999-9999",110,26.50,28.50
"BE-35AW","999-9999",120,7.00,9.00
"BE-35AW","999-9999",130,0.80,1.80
"BE-35AW","999-9999",140,0.20,0.40
"BE-35AW","999-9999",150,0.00,0.20
"BE-35AW","999-9999",160,0.00,0.00
"BE-35AWR","999-9999",10,3.50,0.00
"BE-35AWR","999-9999",20,72.50,75.00
"BE-35AWR","999-9999",30,0.30,5.00
"BE-35AWR","999-9999",40,97.00,100.00
"BE-35AWR","999-9999",50,0.00,0.00
"BE-35AWR","999-9999",60,0.00,0.00
"BE-35AWR","999-9999",70,0.20,0.40
"BE-35AWR","999-9999",80,4.80,6.80
"BE-35AWR","999-9999",90,19.50,23.50
"BE-35AWR","999-9999",100,34.20,37.20
"BE-35AWR","999-9999",110,26.50,28.50
"BE-35AWR","999-9999",120,7.00,9.00
"BE-35AWR","999-9999",130,0.80,1.80
"BE-35AWR","999-9999",140,0.20,0.40
"BE-35AWR","999-9999",150,0.00,0.20
"BE-35AWR","999-9999",160,55.00,59.00
"BE-35AWカイ","999-9999",10,3.50,0.00
"BE-35AWカイ","999-9999",20,70.50,75.50
"BE-35AWカイ","999-9999",30,0.30,5.00
"BE-35AWカイ","999-9999",40,90.00,100.00
"BE-35AWカイ","999-9999",50,0.00,0.00
"BE-35AWカイ","999-9999",60,0.00,0.00
"BE-35AWカイ","999-9999",70,0.20,0.40
"BE-35AWカイ","999-9999",80,4.80,6.80
"BE-35AWカイ","999-9999",90,19.50,23.50
"BE-35AWカイ","999-9999",100,34.20,37.20
"BE-35AWカイ","999-9999",110,26.50,28.50
"BE-35AWカイ","999-9999",120,7.00,9.00
"BE-35AWカイ","999-9999",130,0.80,1.80
"BE-35AWカイ","999-9999",140,0.20,0.40
"BE-35AWカイ","999-9999",150,0.00,0.20
"BE-35AWカイ","999-9999",160,0.00,0.00
"BE-35KH","999-9999",10,3.50,0.00
"BE-35KH","999-9999",20,69.00,75.00
"BE-35KH","999-9999",30,2.00,5.00
"BE-35KH","999-9999",40,94.00,96.00
"BE-35KH","999-9999",50,0.00,0.00
"BE-35KH","999-9999",60,0.00,0.00
"BE-35KH","999-9999",70,0.20,0.40
"BE-35KH","999-9999",80,4.80,6.80
"BE-35KH","999-9999",90,19.50,23.50
"BE-35KH","999-9999",100,34.20,37.20
"BE-35KH","999-9999",110,26.50,28.50
"BE-35KH","999-9999",120,7.00,9.00
"BE-35KH","999-9999",130,0.80,1.80
"BE-35KH","999-9999",140,0.20,0.40
"BE-35KH","999-9999",150,0.00,0.20
"BE-35KH","999-9999",160,0.00,0.00
"BE-36AW","999-9999",10,3.60,0.00
"BE-36AW","999-9999",20,70.50,78.50
"BE-36AW","999-9999",30,0.30,4.00
"BE-36AW","999-9999",40,97.00,100.00
"BE-36AW","999-9999",50,0.00,0.00
"BE-36AW","999-9999",60,0.00,0.00
"BE-36AW","999-9999",70,0.20,0.40
"BE-36AW","999-9999",80,4.80,6.80
"BE-36AW","999-9999",90,19.50,23.50
"BE-36AW","999-9999",100,34.20,37.20
"BE-36AW","999-9999",110,26.50,28.50
"BE-36AW","999-9999",120,7.00,9.00
"BE-36AW","999-9999",130,0.80,1.80
"BE-36AW","999-9999",140,0.20,0.40
"BE-36AW","999-9999",150,0.00,0.20
"BE-36AW","999-9999",160,0.00,0.00
"BE-40AW","999-9999",10,4.00,0.00
"BE-40AW","999-9999",20,85.00,95.00
"BE-40AW","999-9999",30,0.80,4.60
"BE-40AW","999-9999",40,97.00,100.00
"BE-40AW","999-9999",50,0.00,0.00
"BE-40AW","999-9999",60,0.00,0.00
"BE-40AW","999-9999",70,0.20,0.40
"BE-40AW","999-9999",80,4.80,6.80
"BE-40AW","999-9999",90,19.50,23.50
"BE-40AW","999-9999",100,34.20,37.20
"BE-40AW","999-9999",110,26.50,28.50
"BE-40AW","999-9999",120,7.00,9.00
"BE-40AW","999-9999",130,0.80,1.80
"BE-40AW","999-9999",140,0.20,0.40
"BE-40AW","999-9999",150,0.00,0.20
"BE-40AW","999-9999",160,0.00,0.00
"BE-40SS","999-9999",10,4.00,0.00
"BE-40SS","999-9999",20,78.00,84.00
"BE-40SS","999-9999",30,0.20,4.00
"BE-40SS","999-9999",40,95.00,99.00
"BE-40SS","999-9999",50,0.00,0.00
"BE-40SS","999-9999",60,0.00,0.00
"BE-40SS","999-9999",70,0.20,0.60
"BE-40SS","999-9999",80,4.70,6.70
"BE-40SS","999-9999",90,16.00,19.00
"BE-40SS","999-9999",100,32.50,35.50
"BE-40SS","999-9999",110,28.20,32.20
"BE-40SS","999-9999",120,9.30,12.30
"BE-40SS","999-9999",130,1.20,2.20
"BE-40SS","999-9999",140,0.10,0.40
"BE-40SS","999-9999",150,0.00,0.10
"BE-40SS","999-9999",160,55.00,65.00
"BED-35KH","999-9999",10,3.50,0.00
"BED-35KH","999-9999",20,70.00,78.00
"BED-35KH","999-9999",30,0.50,3.00
"BED-35KH","999-9999",40,94.00,98.00
"BED-35KH","999-9999",50,0.00,0.00
"BED-35KH","999-9999",60,0.00,0.00
"BED-35KH","999-9999",70,1.00,1.50
"BED-35KH","999-9999",80,8.50,10.50
"BED-35KH","999-9999",90,26.50,28.00
"BED-35KH","999-9999",100,29.00,33.00
"BED-35KH","999-9999",110,21.50,24.00
"BED-35KH","999-9999",120,6.00,8.00
"BED-35KH","999-9999",130,0.50,1.50
"BED-35KH","999-9999",140,0.00,0.20
"BED-35KH","999-9999",150,0.00,0.00
"BED-35KH","999-9999",160,0.00,0.00
"BF-25A5","999-9999",10,2.50,0.00
"BF-25A5","999-9999",20,47.00,55.00
"BF-25A5","999-9999",30,1.20,4.00
"BF-25A5","999-9999",40,110.00,116.00
"BF-25A5","999-9999",50,0.00,0.00
"BF-25A5","999-9999",60,0.00,0.00
"BF-25A5","999-9999",70,0.20,0.60
"BF-25A5","999-9999",80,4.70,6.70
"BF-25A5","999-9999",90,16.00,19.00
"BF-25A5","999-9999",100,32.50,35.50
"BF-25A5","999-9999",110,28.20,32.20
"BF-25A5","999-9999",120,9.30,12.30
"BF-25A5","999-9999",130,1.20,2.20
"BF-25A5","999-9999",140,0.10,0.40
"BF-25A5","999-9999",150,0.00,0.10
"BF-25A5","999-9999",160,0.00,0.00
"BF-25A5カイ","999-9999",10,2.50,0.00
"BF-25A5カイ","999-9999",20,50.00,58.00
"BF-25A5カイ","999-9999",30,1.20,5.00
"BF-25A5カイ","999-9999",40,110.00,116.00
"BF-25A5カイ","999-9999",50,0.00,0.00
"BF-25A5カイ","999-9999",60,0.00,0.00
"BF-25A5カイ","999-9999",70,0.20,0.60
"BF-25A5カイ","999-9999",80,4.70,6.70
"BF-25A5カイ","999-9999",90,16.00,19.00
"BF-25A5カイ","999-9999",100,32.50,35.50
"BF-25A5カイ","999-9999",110,28.20,32.20
"BF-25A5カイ","999-9999",120,9.30,12.30
"BF-25A5カイ","999-9999",130,1.20,2.20
"BF-25A5カイ","999-9999",140,0.10,0.40
"BF-25A5カイ","999-9999",150,0.00,0.10
"BF-25A5カイ","999-9999",160,0.00,0.00
"BF-25CJB","999-9999",10,2.50,0.00
"BF-25CJB","999-9999",20,52.00,62.00
"BF-25CJB","999-9999",30,2.00,6.00
"BF-25CJB","999-9999",40,95.00,102.00
"BF-25CJB","999-9999",50,0.00,0.00
"BF-25CJB","999-9999",60,0.00,0.00
"BF-25CJB","999-9999",70,0.00,0.10
"BF-25CJB","999-9999",80,2.00,4.00
"BF-25CJB","999-9999",90,17.00,20.00
"BF-25CJB","999-9999",100,38.00,42.00
"BF-25CJB","999-9999",110,27.50,31.00
"BF-25CJB","999-9999",120,6.00,8.00
"BF-25CJB","999-9999",130,0.50,1.30
"BF-25CJB","999-9999",140,0.10,0.30
"BF-25CJB","999-9999",150,0.00,0.10
"BF-25CJB","999-9999",160,0.00,0.00
"BFS-25CJB","999-9999",10,2.50,0.00
"BFS-25CJB","999-9999",20,63.00,70.00
"BFS-25CJB","999-9999",30,0.50,3.00
"BFS-25CJB","999-9999",40,99.00,103.00
"BFS-25CJB","999-9999",50,0.00,0.00
"BFS-25CJB","999-9999",60,0.00,0.10
"BFS-25CJB","999-9999",70,0.20,0.60
"BFS-25CJB","999-9999",80,2.00,3.00
"BFS-25CJB","999-9999",90,9.50,12.50
"BFS-25CJB","999-9999",100,30.50,34.50
"BFS-25CJB","999-9999",110,36.80,41.00
"BFS-25CJB","999-9999",120,11.50,13.50
"BFS-25CJB","999-9999",130,1.00,3.00
"BFS-25CJB","999-9999",140,0.10,0.40
"BFS-25CJB","999-9999",150,0.00,0.10
"BFS-25CJB","999-9999",160,0.00,0.00
"BG-1","999-9999",10,3.00,0.00
"BG-1","999-9999",20,72.00,84.00
"BG-1","999-9999",30,0.50,5.00
"BG-1","999-9999",40,93.00,99.00
"BG-1","999-9999",50,0.00,0.00
"BG-1","999-9999",60,0.00,0.00
"BG-1","999-9999",70,0.10,0.40
"BG-1","999-9999",80,2.50,5.50
"BG-1","999-9999",90,15.00,18.00
"BG-1","999-9999",100,33.00,35.00
"BG-1","999-9999",110,30.00,33.00
"BG-1","999-9999",120,10.00,13.00
"BG-1","999-9999",130,2.00,4.00
"BG-1","999-9999",140,0.10,0.30
"BG-1","999-9999",150,0.00,0.00
"BG-1","999-9999",160,60.00,70.00
"BG-17","999-9999",10,1.70,0.00
"BG-17","999-9999",20,42.00,54.00
"BG-17","999-9999",30,0.00,15.00
"BG-17","999-9999",40,102.00,110.00
"BG-17","999-9999",50,0.00,0.00
"BG-17","999-9999",60,0.00,3.00
"BG-17","999-9999",70,0.00,5.00
"BG-17","999-9999",80,0.00,5.00
"BG-17","999-9999",90,3.00,15.00
"BG-17","999-9999",100,15.00,40.00
"BG-17","999-9999",110,15.00,50.00
"BG-17","999-9999",120,5.00,20.00
"BG-17","999-9999",130,1.00,10.00
"BG-17","999-9999",140,0.00,10.00
"BG-17","999-9999",150,0.00,3.00
"BG-17","999-9999",160,0.00,0.00
"BG-17C","999-9999",10,1.70,0.00
"BG-17C","999-9999",20,30.00,45.00
"BG-17C","999-9999",30,0.30,3.00
"BG-17C","999-9999",40,99.00,106.00
"BG-17C","999-9999",50,0.00,0.00
"BG-17C","999-9999",60,0.00,0.00
"BG-17C","999-9999",70,0.10,0.40
"BG-17C","999-9999",80,2.50,5.50
"BG-17C","999-9999",90,13.50,16.50
"BG-17C","999-9999",100,27.00,31.00
"BG-17C","999-9999",110,32.00,37.00
"BG-17C","999-9999",120,12.00,15.00
"BG-17C","999-9999",130,2.00,4.00
"BG-17C","999-9999",140,0.20,0.60
"BG-17C","999-9999",150,0.00,0.20
"BG-17C","999-9999",160,0.00,0.00
"BG-20CJ","999-9999",10,2.00,0.00
"BG-20CJ","999-9999",20,65.00,75.00
"BG-20CJ","999-9999",30,1.00,4.00
"BG-20CJ","999-9999",40,97.00,103.00
"BG-20CJ","999-9999",50,0.00,0.00
"BG-20CJ","999-9999",60,0.00,0.10
"BG-20CJ","999-9999",70,0.20,1.10
"BG-20CJ","999-9999",80,2.60,4.60
"BG-20CJ","999-9999",90,13.00,16.00
"BG-20CJ","999-9999",100,34.00,36.50
"BG-20CJ","999-9999",110,35.30,37.70
"BG-20CJ","999-9999",120,7.00,10.00
"BG-20CJ","999-9999",130,0.50,1.50
"BG-20CJ","999-9999",140,0.10,0.30
"BG-20CJ","999-9999",150,0.00,0.10
"BG-20CJ","999-9999",160,0.00,0.00
"BG-23CJ","999-9999",10,2.30,0.00
"BG-23CJ","999-9999",20,68.00,75.00
"BG-23CJ","999-9999",30,0.20,4.50
"BG-23CJ","999-9999",40,94.00,99.00
"BG-23CJ","999-9999",50,0.00,0.00
"BG-23CJ","999-9999",60,0.00,0.10
"BG-23CJ","999-9999",70,0.10,0.40
"BG-23CJ","999-9999",80,1.70,5.10
"BG-23CJ","999-9999",90,7.00,11.00
"BG-23CJ","999-9999",100,23.00,28.50
"BG-23CJ","999-9999",110,32.00,40.00
"BG-23CJ","999-9999",120,16.00,20.50
"BG-23CJ","999-9999",130,4.00,7.00
"BG-23CJ","999-9999",140,0.50,2.00
"BG-23CJ","999-9999",150,0.00,0.10
"BG-23CJ","999-9999",160,0.00,0.00
"BG-26CA","999-9999",10,2.60,0.00
"BG-26CA","999-9999",20,63.00,73.00
"BG-26CA","999-9999",30,1.00,4.00
"BG-26CA","999-9999",40,103.00,110.00
"BG-26CA","999-9999",50,0.00,0.00
"BG-26CA","999-9999",60,0.00,0.00
"BG-26CA","999-9999",70,0.10,0.40
"BG-26CA","999-9999",80,1.00,4.00
"BG-26CA","999-9999",90,7.50,10.50
"BG-26CA","999-9999",100,31.00,34.00
"BG-26CA","999-9999",110,31.00,36.00
"BG-26CA","999-9999",120,14.00,17.00
"BG-26CA","999-9999",130,2.50,4.50
"BG-26CA","999-9999",140,0.20,0.60
"BG-26CA","999-9999",150,0.10,0.20
"BG-26CA","999-9999",160,0.00,0.00
"BG-48SA","999-9999",10,4.80,0.00
"BG-48SA","999-9999",20,89.00,97.00
"BG-48SA","999-9999",30,0.20,5.00
"BG-48SA","999-9999",40,102.00,108.00
"BG-48SA","999-9999",50,0.00,0.00
"BG-48SA","999-9999",60,0.00,0.00
"BG-48SA","999-9999",70,0.00,0.20
"BG-48SA","999-9999",80,2.50,3.50
"BG-48SA","999-9999",90,9.00,12.00
"BG-48SA","999-9999",100,21.00,24.50
"BG-48SA","999-9999",110,32.00,37.00
"BG-48SA","999-9999",120,17.50,20.00
"BG-48SA","999-9999",130,3.50,8.00
"BG-48SA","999-9999",140,0.10,0.20
"BG-48SA","999-9999",150,0.00,0.10
"BG-48SA","999-9999",160,67.00,73.00
"BG7-20DK","999-9999",10,2.00,0.00
"BG7-20DK","999-9999",20,66.00,76.00
"BG7-20DK","999-9999",30,2.00,5.50
"BG7-20DK","999-9999",40,95.00,100.00
"BG7-20DK","999-9999",50,0.00,0.00
"BG7-20DK","999-9999",60,0.00,0.10
"BG7-20DK","999-9999",70,0.10,0.50
"BG7-20DK","999-9999",80,1.00,2.50
"BG7-20DK","999-9999",90,4.00,6.00
"BG7-20DK","999-9999",100,8.00,12.00
"BG7-20DK","999-9999",110,28.00,32.00
"BG7-20DK","999-9999",120,33.00,40.00
"BG7-20DK","999-9999",130,11.00,14.00
"BG7-20DK","999-9999",140,0.50,1.50
"BG7-20DK","999-9999",150,0.10,0.20
"BG7-20DK","999-9999",160,0.00,0.00
"BG7-22NR","999-9999",10,2.20,0.00
"BG7-22NR","999-9999",20,60.00,70.00
"BG7-22NR","999-9999",30,1.00,4.00
"BG7-22NR","999-9999",40,98.00,105.00
"BG7-22NR","999-9999",50,0.00,0.00
"BG7-22NR","999-9999",60,0.00,0.00
"BG7-22NR","999-9999",70,0.00,0.10
"BG7-22NR","999-9999",80,0.20,0.40
"BG7-22NR","999-9999",90,2.00,4.50
"BG7-22NR","999-9999",100,12.00,15.00
"BG7-22NR","999-9999",110,29.00,33.00
"BG7-22NR","999-9999",120,32.00,36.00
"BG7-22NR","999-9999",130,10.00,14.00
"BG7-22NR","999-9999",140,2.00,4.50
"BG7-22NR","999-9999",150,0.10,0.30
"BG7-22NR","999-9999",160,85.00,105.00
"BH-25C","999-9999",10,2.50,0.00
"BH-25C","999-9999",20,67.00,75.00
"BH-25C","999-9999",30,0.30,5.00
"BH-25C","999-9999",40,97.00,102.00
"BH-25C","999-9999",50,0.00,0.00
"BH-25C","999-9999",60,0.00,0.00
"BH-25C","999-9999",70,0.20,0.60
"BH-25C","999-9999",80,5.00,7.00
"BH-25C","999-9999",90,18.00,21.00
"BH-25C","999-9999",100,32.20,35.20
"BH-25C","999-9999",110,27.50,30.50
"BH-25C","999-9999",120,7.50,10.50
"BH-25C","999-9999",130,1.00,2.00
"BH-25C","999-9999",140,0.20,0.40
"BH-25C","999-9999",150,0.00,0.10
"BH-25C","999-9999",160,56.00,66.00
"BH-28C","999-9999",10,2.80,0.00
"BH-28C","999-9999",20,67.00,75.00
"BH-28C","999-9999",30,0.50,5.00
"BH-28C","999-9999",40,97.00,102.00
"BH-28C","999-9999",50,0.00,0.00
"BH-28C","999-9999",60,0.00,0.00
"BH-28C","999-9999",70,0.20,0.60
"BH-28C","999-9999",80,5.00,7.00
"BH-28C","999-9999",90,18.00,21.00
"BH-28C","999-9999",100,32.20,35.20
"BH-28C","999-9999",110,27.50,30.50
"BH-28C","999-9999",120,7.50,10.50
"BH-28C","999-9999",130,1.00,2.00
"BH-28C","999-9999",140,0.20,0.40
"BH-28C","999-9999",150,0.00,0.10
"BH-28C","999-9999",160,56.00,66.00
"BJ-30DR","999-9999",10,3.00,0.00
"BJ-30DR","999-9999",20,74.00,85.00
"BJ-30DR","999-9999",30,0.30,4.00
"BJ-30DR","999-9999",40,92.00,96.00
"BJ-30DR","999-9999",50,0.00,0.00
"BJ-30DR","999-9999",60,0.00,0.00
"BJ-30DR","999-9999",70,0.10,0.40
"BJ-30DR","999-9999",80,2.50,5.50
"BJ-30DR","999-9999",90,3.50,16.50
"BJ-30DR","999-9999",100,27.00,31.00
"BJ-30DR","999-9999",110,32.00,37.00
"BJ-30DR","999-9999",120,12.00,15.00
"BJ-30DR","999-9999",130,2.00,4.00
"BJ-30DR","999-9999",140,0.20,0.60
"BJ-30DR","999-9999",150,0.10,0.20
"BJ-30DR","999-9999",160,0.00,0.00
"BL-22DK","999-9999",10,2.20,0.00
"BL-22DK","999-9999",20,59.00,65.00
"BL-22DK","999-9999",30,0.50,3.00
"BL-22DK","999-9999",40,98.00,102.00
"BL-22DK","999-9999",50,0.00,0.00
"BL-22DK","999-9999",60,0.00,0.00
"BL-22DK","999-9999",70,0.30,0.70
"BL-22DK","999-9999",80,3.00,5.00
"BL-22DK","999-9999",90,17.00,21.00
"BL-22DK","999-9999",100,38.50,42.50
"BL-22DK","999-9999",110,26.50,31.50
"BL-22DK","999-9999",120,5.50,7.50
"BL-22DK","999-9999",130,0.20,1.00
"BL-22DK","999-9999",140,0.00,0.20
"BL-22DK","999-9999",150,0.00,0.10
"BL-22DK","999-9999",160,0.00,0.00
"BL-35JR","999-9999",10,3.50,0.00
"BL-35JR","999-9999",20,88.00,98.00
"BL-35JR","999-9999",30,1.00,4.00
"BL-35JR","999-9999",40,90.00,98.00
"BL-35JR","999-9999",50,0.00,0.00
"BL-35JR","999-9999",60,0.00,0.00
"BL-35JR","999-9999",70,0.20,0.50
"BL-35JR","999-9999",80,3.10,4.30
"BL-35JR","999-9999",90,11.70,15.70
"BL-35JR","999-9999",100,32.40,36.40
"BL-35JR","999-9999",110,32.80,36.80
"BL-35JR","999-9999",120,10.00,13.00
"BL-35JR","999-9999",130,1.20,2.00
"BL-35JR","999-9999",140,0.10,0.30
"BL-35JR","999-9999",150,0.00,0.10
"BL-35JR","999-9999",160,0.00,0.00
"BL-42A","999-9999",10,4.20,0.00
