"JuchuuNO","JuchuuDenpyouNO","JuchuuKyotenCD","JuchuuKyotenNM","JuchuuYMD","Nouki","ShukkaKyotenCD","ShukkaBashoCD","JuchuuKBN","HaisouCD","ChikuCD","NouSCD","NouSSNM","UserHinban","UserHinmei","ItemCD","ItemNM","JuchuuSuu","NisugataCD","UriKeitaiKBN","Tekiyou1","TankaUnitCD"
1324987,685655,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324988,685655,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324989,685655,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324990,685656,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-06839","榊原工業（株）　坂田工場","SK-25CJ","コーテッド　ＳＫ－２５ＣＪ","11-SK-23CJ","コーテッド　ＳＫ－２３ＣＪ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324991,685657,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","B-30D","コーテッド　Ｂ－３０Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324992,685657,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324993,685657,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324994,685657,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324997,685660,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２","11-B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324998,685660,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324999,685660,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325001,685662,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","ARB-13X","コーテッド　ＡＲＢ－１３Ｘ","11-ARB-13X","コーテッド　ＡＲＢ－１３Ｘ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325068,685701,"410","野間（営）",2026/04/20,2026/05/07,"310","310-RCS01","1","1.持込","410-00","410-06205","深見シェルモールド工業（株）","BF-25A5K","コーテッド　ＢＦ－２５Ａ５改","11-BF-25A5K","コーテッド　ＢＦ－２５Ａ５改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325071,685703,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325083,685710,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325084,685710,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325085,685710,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325086,685711,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325087,685712,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-06839","榊原工業（株）　坂田工場","SK-26","コーテッド　ＳＫ－２６","11-SK-26","コーテッド　ＳＫ－２６",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325088,685713,"410","野間（営）",2026/04/20,2026/04/24,"310","310-RCS04","1","1.持込","410-03","410-02004","愛知機械工業（株）","F-16N8","コーテッド　Ｆ－１６Ｎ８","11-F-16N8","コーテッド　Ｆ－１６Ｎ８",9000,"ﾊﾞﾗ積み","","","Kg"
1325099,685721,"410","野間（営）",2026/04/20,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RL-16S","コーテッド　ＲＬ－１６Ｓ","11-RL-16S","コーテッド　ＲＬ－１６Ｓ",3500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325106,685728,"410","野間（営）",2026/04/20,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RL-16S","コーテッド　ＲＬ－１６Ｓ","11-RL-16S","コーテッド　ＲＬ－１６Ｓ",3500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325107,685728,"410","野間（営）",2026/04/20,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RN-73","コーテッド　ＲＮ－７３","11-RN-73","コーテッド　ＲＮ－７３",3500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325108,685728,"410","野間（営）",2026/04/20,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","BE-30CS","コーテッド　ＢＥ－３０ＣＳ","11-BE-30CS","コーテッド　ＢＥ－３０ＣＳ",1500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325109,685728,"410","野間（営）",2026/04/20,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","GTR-12","コーテッド　ＧＴＲ－１２","11-GTR-12","コーテッド　ＧＴＲ－１２",1500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325112,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","GTR-12","コーテッド　ＧＴＲ－１２","11-GTR-12","コーテッド　ＧＴＲ－１２",2000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325113,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","DK-30","コーテッド　ＤＫ－３０","11-SKY-1","コーテッド　ＳＫＹ－１",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325114,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","F-20DT","コーテッド　Ｆ－２０ＤＴ","11-F-20D","コーテッド　Ｆ－２０Ｄ",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325115,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RL-16S","コーテッド　ＲＬ－１６Ｓ","11-RL-16S","コーテッド　ＲＬ－１６Ｓ",2000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325116,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RV-3BN","コーテッド　ＲＶ－３ＢＮ","11-RV-3BN","コーテッド　ＲＶ－３ＢＮ",2000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325117,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","ARB-16DH","コーテッド　ＡＲＢ－１６ＤＨ","11-ARB-16DH","コーテッド　ＡＲＢ－１６ＤＨ",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325118,685731,"410","野間（営）",2026/04/20,2026/04/28,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","AR-09DH","コーテッド　ＡＲ－０９ＤＨ","11-AR-09DH","コーテッド　ＡＲ－０９ＤＨ",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325119,685732,"410","野間（営）",2026/04/20,2026/05/07,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","DK-30","コーテッド　ＤＫ－３０","11-SKY-1","コーテッド　ＳＫＹ－１",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325120,685732,"410","野間（営）",2026/04/20,2026/05/07,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RL-16S","コーテッド　ＲＬ－１６Ｓ","11-RL-16S","コーテッド　ＲＬ－１６Ｓ",1500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325121,685732,"410","野間（営）",2026/04/20,2026/05/07,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RN-73","コーテッド　ＲＮ－７３","11-RN-73","コーテッド　ＲＮ－７３",1500,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325122,685732,"410","野間（営）",2026/04/20,2026/05/07,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","RV-3B","コーテッド　ＲＶ－３Ｂ","11-RV-3B","コーテッド　ＲＶ－３Ｂ",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325123,685732,"410","野間（営）",2026/04/20,2026/05/07,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","GTR-12","コーテッド　ＧＴＲ－１２","11-GTR-12","コーテッド　ＧＴＲ－１２",1000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325125,685734,"410","野間（営）",2026/04/20,2026/04/24,"310","310-RCS01","1","1.持込","410-02","410-04820","（株）ツチヨシ・マテック　豊橋工場","BE-30CS","コーテッド　ＢＥ－３０ＣＳ","11-BE-30CS","コーテッド　ＢＥ－３０ＣＳ",2000,"ﾌﾚｺﾝ(500Kg)","","AM8:30まで","Kg"
1325169,685758,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325170,685759,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325171,685759,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325172,685760,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325211,685789,"310","野間（事）",2026/04/21,2026/04/22,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","TT-Y","コーテッド　ＴＴ－Ｙ","11-TT-Y","コーテッド　ＴＴ－Ｙ",12000,"ﾌﾚｺﾝ(500Kg)","","13:00迄に納品","Kg"
1325212,685790,"310","野間（事）",2026/04/21,2026/04/22,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","AL-14","コーテッド　ＡＬ－１４","11-AL-14","コーテッド　ＡＬ－１４",500,"ﾌﾚｺﾝ(500Kg)","","16:00迄に納品","Kg"
1325213,685791,"310","野間（事）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ","11-Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325214,685791,"310","野間（事）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","AL-16","コーテッド　ＡＬ－１６","11-AL-16","コーテッド　ＡＬ－１６",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325225,685798,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-00","410-02649","（株）ＳＲサービス","SB-275","コーテッド　ＳＢ－２７５","11-RA-28CJK","コーテッド　ＲＡ－２８ＣＪ改",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325234,685804,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325235,685804,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325236,685804,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325238,685806,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325239,685806,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325240,685806,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325241,685807,"410","野間（営）",2026/04/21,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-06839","榊原工業（株）　坂田工場","SK-25CJ","コーテッド　ＳＫ－２５ＣＪ","11-SK-23CJ","コーテッド　ＳＫ－２３ＣＪ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325242,685808,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325243,685808,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325244,685808,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325245,685809,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","ARB-13X","コーテッド　ＡＲＢ－１３Ｘ","11-ARB-13X","コーテッド　ＡＲＢ－１３Ｘ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325248,685812,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325249,685813,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325250,685813,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325251,685814,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325252,685815,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２","11-B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1325253,685815,"410","野間（営）",2026/04/21,2026/04/22,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
