"JuchuuNO","JuchuuDenpyouNO","JuchuuKyotenCD","JuchuuKyotenNM","JuchuuYMD","Nouki","ShukkaKyotenCD","ShukkaBashoCD","JuchuuKBN","HaisouCD","ChikuCD","NouSCD","NouSSNM","UserHinban","UserHinmei","ItemCD","ItemNM","JuchuuSuu","NisugataCD","UriKeitaiKBN","Tekiyou1","TankaUnitCD"
1324627,685488,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ","11-RL7-48HW","コーテッド　ＲＬ７－４８ＨＷ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324628,685488,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06482","（株）松尾商店　コーテッド工場","Y-2","コーテッド　Ｙ－２","11-Y-2","コーテッド　Ｙ－２",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324629,685489,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324630,685490,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04126","杉松産業（株）","BD-16D","コーテッド　ＢＤ－１６Ｄ","11-BD-16D","コーテッド　ＢＤ－１６Ｄ",7000,"ﾌﾚｺﾝ(500Kg)","","午後一","Kg"
1324633,685492,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TH-08","コーテッド　ＴＨ－０８","11-TH-08","コーテッド　ＴＨ－０８",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324634,685492,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TT-32ST","コーテッド　ＴＴ－３２ＳＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324635,685492,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","GT-27","コーテッド　ＧＴ－２７","11-GT-27","コーテッド　ＧＴ－２７",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324636,685492,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","PE-23JU","コーテッド　ＰＥ－２３ＪＵ","11-PE-23JU","コーテッド　ＰＥ－２３ＪＵ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324637,685492,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BW-23P","コーテッド　ＢＷ－２３Ｐ","11-BW-23P","コーテッド　ＢＷ－２３Ｐ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324638,685492,"410","野間（営）",2026/04/17,2026/04/21,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","B-23JR","コーテッド　Ｂ－２３ＪＲ","11-B-23JR","コーテッド　Ｂ－２３ＪＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324639,685493,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TH-08","コーテッド　ＴＨ－０８","11-TH-08","コーテッド　ＴＨ－０８",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324640,685493,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BMG-26D","コーテッド　ＢＭＧ－２６Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324641,685493,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","T62-25C","コーテッド　Ｔ６２－２５Ｃ","11-T62-25C","コーテッド　Ｔ６２－２５Ｃ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324642,685493,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TT-32ST","コーテッド　ＴＴ－３２ＳＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324643,685493,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324644,685494,"410","野間（営）",2026/04/17,2026/04/17,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-22","コーテッド　ＴＣ－２２","11-TC-22","コーテッド　ＴＣ－２２",700,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1324645,685495,"410","野間（営）",2026/04/17,2026/04/23,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TH-08","コーテッド　ＴＨ－０８","11-TH-08","コーテッド　ＴＨ－０８",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324646,685495,"410","野間（営）",2026/04/17,2026/04/23,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324647,685495,"410","野間（営）",2026/04/17,2026/04/23,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TT-32ST","コーテッド　ＴＴ－３２ＳＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324648,685495,"410","野間（営）",2026/04/17,2026/04/23,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BW-23P","コーテッド　ＢＷ－２３Ｐ","11-BW-23P","コーテッド　ＢＷ－２３Ｐ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324649,685495,"410","野間（営）",2026/04/17,2026/04/23,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","B-26DR","コーテッド　Ｂ－２６ＤＲ","11-B-26DR","コーテッド　Ｂ－２６ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324650,685495,"410","野間（営）",2026/04/17,2026/04/23,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","GT-27","コーテッド　ＧＴ－２７","11-GT-27","コーテッド　ＧＴ－２７",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324652,685497,"310","野間（事）",2026/04/17,2026/04/20,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","TT-Y","コーテッド　ＴＴ－Ｙ","11-TT-Y","コーテッド　ＴＴ－Ｙ",9000,"ﾌﾚｺﾝ(500Kg)","","13:00迄に納品","Kg"
1324653,685498,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","TH-08","コーテッド　ＴＨ－０８","11-TH-08","コーテッド　ＴＨ－０８",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324654,685498,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BT-30C","コーテッド　ＢＴ－３０Ｃ","11-BT-30C","コーテッド　ＢＴ－３０Ｃ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324655,685498,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","T62-25C","コーテッド　Ｔ６２－２５Ｃ","11-T62-25C","コーテッド　Ｔ６２－２５Ｃ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324656,685498,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","MC-1","コーテッド　ＭＣ－１","11-MC-1","コーテッド　ＭＣ－１",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324657,685498,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BW-23P","コーテッド　ＢＷ－２３Ｐ","11-BW-23P","コーテッド　ＢＷ－２３Ｐ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1324665,685504,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02649","（株）ＳＲサービス","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324667,685506,"410","野間（営）",2026/04/17,2026/04/27,"310","310-RCS01","1","1.持込","410-00","410-05166","（株）岐阜シェルサービス","G-21TA","コーテッド　Ｇ－２１ＴＡ","11-G-21TA","コーテッド　Ｇ－２１ＴＡ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324669,685506,"410","野間（営）",2026/04/17,2026/04/27,"310","310-RCS01","1","1.持込","410-00","410-05166","（株）岐阜シェルサービス","SB-20U5","コーテッド　ＳＢ－２０Ｕ５","11-SB-20U5","コーテッド　ＳＢ－２０Ｕ５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324671,685507,"310","野間（事）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ","11-Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324672,685507,"310","野間（事）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TF2","コーテッド　Ｙ－ＴＦ２","11-Y-TF2","コーテッド　Ｙ－ＴＦ２",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324673,685507,"310","野間（事）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","AL-16","コーテッド　ＡＬ－１６","11-AL-16","コーテッド　ＡＬ－１６",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324674,685508,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324676,685510,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324677,685510,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324680,685513,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324685,685516,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","ARB-13X","コーテッド　ＡＲＢ－１３Ｘ","11-ARB-13X","コーテッド　ＡＲＢ－１３Ｘ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324686,685517,"410","野間（営）",2026/04/17,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",3500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324687,685517,"410","野間（営）",2026/04/17,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324688,685517,"410","野間（営）",2026/04/17,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324689,685518,"410","野間（営）",2026/04/17,2026/04/17,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324690,685519,"410","野間（営）",2026/04/17,2026/04/17,"310","310-RCS01","1","1.持込","410-02","410-06839","榊原工業（株）　坂田工場","SK-26","コーテッド　ＳＫ－２６","11-SK-26","コーテッド　ＳＫ－２６",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324691,685520,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324692,685520,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324693,685520,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324694,685520,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324695,685521,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324696,685521,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324711,685527,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324731,685536,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","B-22W","コーテッド　Ｂ－２２Ｗ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",3000,"ﾌﾚｺﾝ(500Kg)","","袋回収　朝一","Kg"
1324732,685536,"410","野間（営）",2026/04/17,2026/04/22,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","RA-32C","コーテッド　ＲＡ－３２Ｃ","11-RA-32C","コーテッド　ＲＡ－３２Ｃ",1500,"ﾌﾚｺﾝ(500Kg)","","袋回収　朝一","Kg"
1324734,685538,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","B-22W","コーテッド　Ｂ－２２Ｗ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",3500,"ﾌﾚｺﾝ(500Kg)","","袋回収　朝一","Kg"
1324735,685538,"410","野間（営）",2026/04/17,2026/04/24,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","RA-32C","コーテッド　ＲＡ－３２Ｃ","11-RA-32C","コーテッド　ＲＡ－３２Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","袋回収　朝一","Kg"
1324736,685539,"410","野間（営）",2026/04/17,2026/05/06,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","B-22W","コーテッド　Ｂ－２２Ｗ","11-B-22CW","コーテッド　Ｂ－２２ＣＷ",3000,"ﾌﾚｺﾝ(500Kg)","","袋回収　朝一","Kg"
1324737,685539,"410","野間（営）",2026/04/17,2026/05/06,"310","310-RCS01","1","1.持込","410-07","410-06672","（有）水野製作所","RA-32C","コーテッド　ＲＡ－３２Ｃ","11-RA-32C","コーテッド　ＲＡ－３２Ｃ",2000,"ﾌﾚｺﾝ(500Kg)","","袋回収　朝一","Kg"
1324792,685556,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324793,685556,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324794,685556,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324795,685556,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324796,685557,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324797,685557,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324798,685558,"410","野間（営）",2026/04/17,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-06839","榊原工業（株）　坂田工場","RA-32C","コーテッド　ＲＡ－３２Ｃ","11-RA-32C","コーテッド　ＲＡ－３２Ｃ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324890,685608,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324891,685609,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324892,685609,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324914,685616,"410","野間（営）",2026/04/20,2026/04/22,"310","310-RCS01","1","1.持込","410-02","410-03974","クロタ精工（株）安城工場","B-14U8","コーテッド　Ｂ－１４Ｕ８","11-B-14U8","コーテッド　Ｂ－１４Ｕ８",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324953,685633,"410","野間（営）",2026/04/20,2026/04/23,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","GR7-30PR","コーテッド　ＧＲ７－３０ＰＲ","11-GR7-30PR","コーテッド　ＧＲ７－３０ＰＲ",1000,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1324954,685634,"410","野間（営）",2026/04/20,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","GR7-30PR","コーテッド　ＧＲ７－３０ＰＲ","11-GR7-30PR","コーテッド　ＧＲ７－３０ＰＲ",1000,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1324955,685635,"410","野間（営）",2026/04/20,2026/04/27,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","A-30PR","コーテッド　Ａ－３０ＰＲ","11-SKY-1R","コーテッド　ＳＫＹ－１Ｒ",1000,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1324956,685636,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324959,685639,"410","野間（営）",2026/04/17,2026/04/18,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324960,685640,"310","野間（事）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ","11-Y-TD2F","コーテッド　Ｙ－ＴＤ２Ｆ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324961,685640,"310","野間（事）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TF2","コーテッド　Ｙ－ＴＦ２","11-Y-TF2","コーテッド　Ｙ－ＴＦ２",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324962,685640,"310","野間（事）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","AL-16","コーテッド　ＡＬ－１６","11-AL-16","コーテッド　ＡＬ－１６",3500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324971,685646,"310","野間（事）",2026/04/20,2026/04/21,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","TT-Y","コーテッド　ＴＴ－Ｙ","11-TT-Y","コーテッド　ＴＴ－Ｙ",9500,"ﾌﾚｺﾝ(500Kg)","","13:00迄に納品","Kg"
1324972,685647,"310","野間（事）",2026/04/20,2026/04/21,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","AL-14","コーテッド　ＡＬ－１４","11-AL-14","コーテッド　ＡＬ－１４",1500,"ﾌﾚｺﾝ(500Kg)","","16:00迄に納品","Kg"
1324977,685649,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","B-14U8","コーテッド　Ｂ－１４Ｕ８","11-B-14U8","コーテッド　Ｂ－１４Ｕ８",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324978,685650,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324979,685651,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324980,685651,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324981,685652,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324982,685653,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324983,685653,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324984,685653,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324985,685653,"410","野間（営）",2026/04/20,2026/04/20,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1324986,685654,"410","野間（営）",2026/04/20,2026/04/21,"310","310-RCS01","1","1.持込","410-00","410-02649","（株）ＳＲサービス","SKY-1","コーテッド　ＳＫＹ－１","11-SKY-1","コーテッド　ＳＫＹ－１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
